frame_index,seconds,home_player_count,away_player_count,home_centroid_x_cm,home_centroid_y_cm,away_centroid_x_cm,away_centroid_y_cm,home_spread_rms_cm,away_spread_rms_cm,home_length_axis_cm,away_length_axis_cm,home_width_axis_cm,away_width_axis_cm,home_hull_area_cm2,away_hull_area_cm2,centroid_distance_cm,entropy_grid,home_spread_rms_cm_volatility,away_spread_rms_cm_volatility,home_length_axis_cm_volatility,away_length_axis_cm_volatility,centroid_distance_cm_volatility,entropy_grid_volatility,vol_index,seconds_to_next_goal,next_goal_team,goal_in_next_30s,goal_in_next_60s
47,47.0,8.0,5.0,1567.6367,4117.2139,1872.4767,4066.8952,635.8288,893.5443,336.1745,872.2486,1356.7041,1774.9705,699603.503,620795.045,309.084,0.343868,186.497757,181.058314,230.935461,341.5857,86.595709,0.073237,-0.559619,497.391,away,0,0
48,48.0,8.28,4.96,1556.4585,4155.267,1884.9311,4096.9675,614.632,880.3751,255.8559,845.394,1356.5771,1752.3792,489454.2216,513636.3239,339.7773,0.305826,91.802258,24.448046,104.520358,74.597045,59.439529,0.043507,-1.114985,496.391,away,0,0
49,49.0,3.16,1.8,2210.9182,5120.5297,1884.0053,4110.0067,226.6169,855.3089,86.7101,809.4333,489.3572,1705.571,134558.6338,411380.2078,350.721,0.112779,127.766598,24.536348,113.985424,69.077564,52.511542,0.057509,-1.009867,495.391,away,0,0
50,50.0,1.6,0.0,2575.9021,5774.9665,,,102.6031,,131.1203,,98.6116,,0.0,,,0.0,134.050679,24.536348,109.961307,69.077564,52.511542,0.068787,-0.947223,494.391,away,0,0
51,51.0,1.2,0.0,2685.2235,5688.3918,,,46.536,,62.9056,,39.8144,,0.0,,,0.0,139.657388,24.536348,116.782775,69.077564,52.511542,0.068787,-0.93862,493.391,away,0,0
52,52.0,1.6,0.0,2711.5894,5675.4802,,,148.2681,,199.0293,,128.9824,,0.0,,,0.0,104.503793,24.536348,110.903971,69.077564,52.511542,0.048579,-1.079021,492.391,away,0,0
53,53.0,2.04,0.0,2650.7759,5732.6343,,,224.2883,,306.4211,,217.0635,,461.8694,,,0.0,85.277115,27.240301,106.396391,54.642732,45.617462,0.035476,-1.174687,491.391,away,0,0
54,54.0,1.84,0.0,2494.6314,5834.075,,,254.4628,,339.9848,,243.7473,,448.3615,,,0.0,86.964961,31.030208,97.745864,49.149962,32.987322,0.035084,-1.184811,490.391,away,0,0
55,55.0,1.68,0.0,2557.6807,5788.1832,,,201.8323,,266.5426,,182.2619,,0.0,,,0.0,90.983018,27.834035,94.739273,44.679994,18.299737,0.034394,-1.19698,489.391,away,0,0
56,56.0,1.0,0.16,2523.1571,5800.5254,2811.6587,5615.7065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.2427,0.0,107.959961,34.491507,108.03801,39.423145,18.558356,0.034393,-1.172213,488.391,away,0,0
57,57.0,1.0,0.76,2437.634,5883.2828,2823.7429,5610.2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.6329,0.0,105.168241,12.745117,97.915333,20.938428,14.748891,0.034387,-1.206134,487.391,away,0,0
58,58.0,1.0,0.08,2548.147,5803.3306,2481.2161,5870.3459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.9748,0.0,103.048564,8.355386,89.883468,11.986891,4.631744,0.030583,-1.24378,486.391,away,0,0
59,59.0,1.0,0.0,2514.0302,5833.6845,,,0.0,,0.0,,0.0,,0.0,,,0.0,64.247051,0.0,72.968893,0.0,1.475803,0.011278,-1.401465,485.391,away,0,0
60,60.0,1.0,0.0,2500.3187,5820.8527,,,0.0,,0.0,,0.0,,0.0,,,0.0,51.845672,0.0,68.527876,0.0,1.475803,0.0,-1.474039,484.391,away,0,0
61,61.0,1.0,0.0,2510.6628,5823.4376,,,0.0,,0.0,,0.0,,0.0,,,0.0,46.238964,0.0,61.706408,0.0,1.475803,0.0,-1.482642,483.391,away,0,0
62,62.0,1.44,0.24,2506.3234,5830.2467,2020.2359,6160.3984,109.5343,0.0,158.4532,0.0,119.306,0.0,951.6424,0.0,761.5287,0.0,47.01918,0.0,63.939359,0.0,1.475803,0.0,-1.480761,482.391,away,0,0
63,63.0,2.12,0.24,2550.3706,5804.7524,2011.1545,6158.0496,243.6706,0.0,353.6688,0.0,260.5383,0.0,1507.7681,0.0,852.6905,0.0,52.830796,0.0,72.721736,0.0,31.371118,0.0,-1.458476,481.391,away,0,0
64,64.0,2.0,0.0,2467.5143,5858.2602,,,308.2932,,389.6604,,302.1572,,0.0,,,0.0,56.275602,0.0,72.964524,0.0,31.371118,0.0,-1.455293,480.391,away,0,0
65,65.0,2.68,0.0,2528.6907,5819.4753,,,360.9875,,534.794,,388.1021,,2393.5343,,,0.0,56.281983,0.0,80.133659,0.0,31.371118,0.0,-1.451469,479.391,away,0,0
66,66.0,2.32,0.0,2534.4079,5829.4909,,,399.3355,,555.3612,,403.5359,,1276.4715,,,0.0,39.933547,0.0,55.536121,0.0,31.371118,0.0,-1.47906,478.391,away,0,0
67,67.0,2.92,0.0,2613.6159,5766.1282,,,447.2063,,701.2155,,506.4793,,4983.5279,,,0.0,44.720629,0.0,70.121548,0.0,45.751803,0.0,-1.461058,477.391,away,0,0
68,68.0,7.0,7.04,1482.0851,3832.6112,1537.5388,3702.671,816.2191,1221.0065,679.0166,1806.0718,1595.1711,2249.3989,1267829.3688,4896721.0776,181.9739,0.359856,81.62191,0.0,72.341433,0.0,91.161749,0.035986,-1.219295,476.391,away,0,0
69,69.0,8.0,8.0,1489.9203,3371.4263,1641.9927,3487.6426,1012.0078,1351.8688,968.3164,1982.3114,1966.1185,2573.2015,1888700.7672,5905137.1547,191.4847,0.430669,101.200779,65.431177,101.271413,88.119781,50.33628,0.043067,-1.0781,475.391,away,0,0
70,70.0,8.0,8.0,1456.8981,3383.0,1654.2231,3510.3774,961.2253,1364.6209,902.8933,1939.4155,1934.5071,2648.534,1709701.9123,5904146.1292,234.8734,0.430669,106.279029,47.871479,107.813722,73.045154,48.020393,0.043067,-1.090879,474.391,away,0,0
71,71.0,7.64,8.0,1368.3611,3431.1349,1657.6175,3508.9531,866.2261,1401.0419,731.7796,1938.2207,1831.6643,2758.0226,1287094.0511,6096581.3961,315.3153,0.427177,115.778951,45.008867,124.925099,55.082565,56.125791,0.043416,-1.078393,473.391,away,0,0
72,72.0,8.0,8.0,1414.461,3378.7029,1664.0692,3493.3112,915.5324,1421.6044,927.0888,1974.935,1898.9244,2785.6726,1491865.0401,6160251.7104,274.6668,0.43357,109.756161,40.119585,128.610708,51.408908,53.03034,0.044055,-1.084978,472.391,away,0,0
73,73.0,8.0,8.0,1415.602,3368.3366,1665.1031,3487.2893,917.8561,1433.3376,876.1572,1983.4857,1928.7369,2810.8961,1470778.2721,6164762.8662,276.4157,0.437922,96.574897,42.466234,114.182318,53.119059,35.147774,0.044491,-1.107005,471.391,away,0,0
74,74.0,8.0,8.0,1410.1535,3353.2853,1673.1748,3467.38,933.9318,1450.896,850.593,2029.9417,1987.3846,2848.2561,1493909.0796,6236713.7904,286.7552,0.437922,91.720207,38.314933,113.139567,52.00855,31.013063,0.044491,-1.117155,470.391,away,0,0
75,75.0,8.08,8.0,1411.0982,3354.1549,1683.6706,3417.1792,947.1625,1431.2883,835.0854,1995.2825,2065.6047,2712.2144,1541143.1161,6148583.1126,282.5001,0.43749,87.773847,35.642483,100.176971,49.53008,27.190503,0.044534,-1.132019,469.391,away,0,0
76,76.0,8.68,6.52,1375.6604,3507.0885,1605.9406,3653.9281,892.7134,1405.7529,912.7053,2225.5091,1796.5234,2399.0051,1660946.859,5160660.4099,298.2127,0.422435,89.383961,34.37909,105.882237,72.117151,25.755769,0.046039,-1.110936,468.391,away,0,0
77,77.0,8.44,6.76,1157.759,3996.3605,1336.4364,4103.9661,700.922,1283.8937,1035.3043,2370.6387,1231.6334,2119.963,1053185.7778,3893900.1992,210.1747,0.346665,103.77602,44.099105,103.556716,80.229638,32.676015,0.053616,-1.045895,467.391,away,0,0
78,78.0,7.36,5.72,1080.9132,4056.9386,1378.8654,4725.9633,740.3994,959.0259,1443.7949,2009.9543,1006.4654,1376.8594,1221425.8929,2669805.374,265.035,0.222962,70.822484,72.175974,142.185887,108.27511,34.894442,0.030001,-1.144163,466.391,away,0,0
79,79.0,0.0,0.8,,,1636.1649,6725.302,,0.0,,0.0,,0.0,,0.0,,0.0,56.93735,154.99233,125.839896,291.646585,37.714845,0.045216,-0.939821,465.391,away,0,0
80,80.0,0.0,0.0,,,,,,,,,,,,,,,57.706706,170.796801,133.391998,319.285551,37.005624,0.05024,-0.884833,464.391,away,0,0
81,81.0,0.0,0.0,,,,,,,,,,,,,,,52.379204,187.593773,128.003173,359.046895,30.800429,0.056083,-0.833898,463.391,away,0,0
82,82.0,0.0,0.0,,,,,,,,,,,,,,,52.891345,211.455389,116.785491,405.094411,29.159078,0.063182,-0.764333,462.391,away,0,0
83,83.0,0.0,0.0,,,,,,,,,,,,,,,63.004882,244.742413,129.956251,471.18502,34.64111,0.072987,-0.640043,461.391,away,0,0
84,84.0,0.0,0.0,,,,,,,,,,,,,,,74.737171,290.17921,156.054282,556.130823,40.71651,0.087584,-0.464504,460.391,away,0,0
85,85.0,0.0,0.0,,,,,,,,,,,,,,,95.239328,357.822067,202.903165,686.498715,52.870299,0.109372,-0.192863,459.391,away,0,0
86,86.0,0.0,0.0,,,,,,,,,,,,,,,115.634431,468.58431,265.54481,838.589404,71.449132,0.140812,0.182127,458.391,away,0,0
87,87.0,0.0,0.0,,,,,,,,,,,,,,,39.477447,641.946851,408.490565,1185.319336,54.860286,0.173333,0.63979,457.391,away,0,0
88,88.0,1.52,3.76,329.7864,3454.8835,393.1708,3418.1638,398.8536,2824.9101,295.695,843.1156,565.3179,5964.8478,0.0,1611423.0869,160.6942,0.401256,,959.025911,,2009.954321,,0.222962,3.875868,456.391,away,0,0
89,89.0,2.0,3.6,281.4142,3109.5675,303.4904,2665.7659,325.4522,2246.1937,284.1925,657.8158,435.2973,4017.0784,0.0,1210615.6745,487.1899,0.325092,73.401362,578.716439,11.502512,185.299758,326.495692,0.076164,-0.438708,455.391,away,0,0
90,90.0,2.0,3.0,246.6417,2861.3155,260.9849,2978.0336,180.4561,2051.4906,244.1794,559.2461,146.2104,3702.5522,0.0,510199.1084,117.8143,0.29901,109.198766,386.709763,25.757833,141.934719,347.935627,0.051123,-0.683337,454.391,away,0,0
91,91.0,2.88,3.0,412.6318,4041.3748,264.8973,3094.3298,1772.0454,1918.3195,529.8254,515.4586,2955.5992,3489.8037,528870.5819,401657.5604,1013.7314,0.315938,603.328956,302.196891,112.387246,109.218999,530.596122,0.039725,-0.260115,453.391,away,0,0
92,92.0,0.6,0.6,425.9693,4142.3023,277.3302,3199.8209,1824.2654,1941.1379,522.7175,506.833,3087.4997,3576.9386,553054.435,353831.9973,954.1304,0.318246,465.551705,232.352282,86.067414,84.070648,412.847359,0.030371,-0.557415,452.391,away,0,0
93,93.0,0.0,0.0,,,,,,,,,,,,,,,465.551705,232.352282,86.067414,84.070648,412.847359,0.030371,-0.557415,451.391,away,0,0
94,94.0,0.0,0.0,,,,,,,,,,,,,,,465.551705,232.352282,86.067414,84.070648,412.847359,0.030371,-0.557415,450.391,away,0,0
95,95.0,0.0,0.0,,,,,,,,,,,,,,,465.551705,232.352282,86.067414,84.070648,412.847359,0.030371,-0.557415,449.391,away,0,0
96,96.0,0.0,0.0,,,,,,,,,,,,,,,465.551705,232.352282,86.067414,84.070648,412.847359,0.030371,-0.557415,448.391,away,0,0
97,97.0,0.0,0.0,,,,,,,,,,,,,,,465.551705,232.352282,86.067414,84.070648,412.847359,0.030371,-0.557415,447.391,away,0,0
98,98.0,0.04,0.0,672.1221,5958.3364,,,0.0,,0.0,,0.0,,0.0,,,0.0,465.551705,232.352282,86.067414,84.070648,412.847359,0.030371,-0.557415,446.391,away,0,0
99,99.0,0.08,0.0,626.6061,5808.4458,,,0.0,,0.0,,0.0,,0.0,,,0.0,447.201364,116.897563,83.191786,50.327611,441.631249,0.01133,-0.76373,445.391,away,0,0
100,100.0,0.0,0.0,,,,,,,,,,,,,,,547.936429,77.994802,97.584663,26.206577,477.759091,0.006412,-0.717186,444.391,away,0,0
101,101.0,0.0,0.0,,,,,,,,,,,,,,,26.109975,22.818457,3.55396,8.625596,59.601071,0.001154,-1.480416,443.391,away,0,0
102,102.0,3.2,1.36,891.6498,4642.6312,1013.3154,4825.9515,558.6187,941.6451,529.4188,207.2209,1108.9831,1706.6465,777377.3441,94264.744,589.0569,0.201988,0.0,,0.0,,,0.0,-1.785031,442.391,away,0,0
103,103.0,6.84,6.0,763.8632,4075.1745,1019.4644,3929.699,935.784,1291.5811,1079.5143,1641.9786,1926.0302,2113.7789,2031155.3861,3861106.813,306.1349,0.357206,188.582686,349.936024,275.047792,1434.757665,282.921933,0.077609,0.190894,441.391,away,0,0
104,104.0,7.28,6.72,935.4485,3882.132,1142.4196,3637.276,917.8019,1376.1466,1361.6451,1915.8238,1697.8992,2213.9073,2128532.8533,4902585.8871,331.9008,0.372705,131.715827,217.250771,277.408769,854.301444,154.343889,0.056906,-0.381726,440.391,away,0,0
105,105.0,7.72,6.6,983.1568,4025.3057,1207.4497,3756.2152,935.7366,1322.8098,1698.5427,1823.6482,1365.8704,2245.9264,1622479.2549,4318742.8227,364.3706,0.388539,103.270533,162.612789,292.280976,600.259504,113.7192,0.046638,-0.625403,439.391,away,0,0
106,106.0,3.76,4.84,1118.2757,4065.0073,832.8213,2795.5171,937.1838,647.4522,1672.6951,1029.4649,1198.3326,978.148,891955.0914,2072809.3189,158.326,0.197619,82.905878,290.798983,238.994295,648.740455,136.800545,0.075494,-0.394086,438.391,away,0,0
107,107.0,6.56,6.08,957.3614,3941.7383,614.1147,4084.8143,1004.242,860.3594,1631.1479,1050.1674,1562.2282,1464.828,676596.2921,1251079.5347,381.4917,0.287664,80.26459,275.220618,206.086452,523.132863,154.073561,0.077919,-0.462482,437.391,away,0,0
108,108.0,5.04,5.24,1657.125,4824.7392,824.0439,4506.3684,778.1265,1148.0215,1284.7154,1142.3148,1116.9883,2350.6958,646940.0759,1763810.9541,579.9472,0.263623,101.100437,277.294204,226.13588,451.301962,161.470562,0.070222,-0.501709,436.391,away,0,0
109,109.0,1.0,0.0,3132.894,7212.508,,,0.0,,0.0,,0.0,,0.0,,,0.0,212.261361,277.294204,409.666652,451.301962,161.470562,0.107883,-0.107696,435.391,away,0,0
110,110.0,1.0,0.16,3119.8389,7213.4112,3643.2945,6760.9968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713.7388,0.0,185.728691,277.294204,358.458321,451.301962,161.470562,0.094398,-0.229291,434.391,away,0,0
111,111.0,1.0,0.0,3203.4962,7147.8979,,,0.0,,0.0,,0.0,,0.0,,,0.0,165.092169,277.294204,318.629618,451.301962,161.470562,0.083909,-0.323866,433.391,away,0,0
