frame_index,seconds,home_player_count,away_player_count,home_centroid_x_cm,home_centroid_y_cm,away_centroid_x_cm,away_centroid_y_cm,home_spread_rms_cm,away_spread_rms_cm,home_length_axis_cm,away_length_axis_cm,home_width_axis_cm,away_width_axis_cm,home_hull_area_cm2,away_hull_area_cm2,centroid_distance_cm,entropy_grid,home_spread_rms_cm_volatility,away_spread_rms_cm_volatility,home_length_axis_cm_volatility,away_length_axis_cm_volatility,centroid_distance_cm_volatility,entropy_grid_volatility,vol_index,seconds_to_next_goal,next_goal_team,goal_in_next_30s,goal_in_next_60s
83,83.0,2.68,2.08,3418.4299,3576.7199,4459.2875,2334.735,779.2181,986.4423,520.1697,1477.7303,1437.7754,1178.6588,910538.3199,1172687.1165,378.1326,0.245518,284.294817,669.20113,311.882614,795.048845,392.150881,0.092347,0.528083,2830.948,home,0,0
84,84.0,5.96,6.0,6341.8528,1952.5859,5893.5723,1755.7244,1268.8574,1105.9128,1342.8134,1728.1439,2540.0487,1812.7218,3147317.7728,2606657.0882,490.8993,0.452178,275.901585,722.82451,343.077346,762.184948,225.610694,0.087868,0.445622,2829.948,home,0,0
85,85.0,6.16,5.96,6362.0107,1890.0715,5907.9787,1718.2488,1298.31,1142.6782,1432.4656,1803.91,2563.1093,1840.9644,3554548.0262,2698059.5897,488.3361,0.458407,198.866321,78.117953,264.011282,163.089851,57.664921,0.060831,-0.685965,2828.948,home,0,0
86,86.0,7.32,2.84,6471.5478,1552.0226,6209.1637,1475.9002,1123.0305,836.4471,1374.4764,856.9722,2105.9408,1234.5851,2937664.158,641581.5627,412.9213,0.374467,216.394268,154.155655,269.810204,424.372524,63.581566,0.069225,-0.438977,2827.948,home,0,0
87,87.0,7.0,3.88,6620.0119,1391.6454,6277.078,1166.3732,895.2002,635.7732,1125.4049,666.8021,1657.1432,1025.5597,1227364.7453,541551.8781,413.2525,0.311801,222.06064,165.785233,265.175467,365.821908,47.768981,0.069957,-0.460293,2826.948,home,0,0
88,88.0,7.28,3.44,6582.1972,1403.2227,6367.3595,1145.6,816.9909,447.1818,938.3329,452.0306,1622.4385,751.5707,713044.5622,217903.7315,335.687,0.250355,212.480571,170.34646,253.042195,335.611835,53.728283,0.074141,-0.461994,2825.948,home,0,0
89,89.0,7.56,4.0,6562.3409,1461.6182,6409.3631,1234.1394,813.4585,402.2735,811.2241,410.3691,1736.8642,655.1214,470276.5097,135210.8462,274.7552,0.245135,188.684087,149.440095,221.904079,286.620106,54.928873,0.067168,-0.574533,2824.948,home,0,0
90,90.0,7.92,4.4,6003.6811,1608.9849,5891.6193,1392.9241,760.5258,312.9169,635.8764,252.307,1696.2349,568.6888,203894.3007,48251.8453,296.5903,0.195611,183.609416,140.856745,222.905479,268.254675,50.201199,0.07212,-0.571865,2823.948,home,0,0
91,91.0,6.28,3.68,4405.819,3350.5292,4340.3034,3297.7972,351.7596,244.3714,379.3534,299.9259,395.512,288.493,201369.1784,46804.3249,271.6657,0.105017,224.486035,131.817836,248.557779,240.675208,47.041629,0.08118,-0.496875,2822.948,home,0,0
92,92.0,3.16,2.4,6866.2487,2984.4483,6813.8663,2885.7857,706.0565,832.6847,562.1062,1363.1034,1118.32,717.8263,154313.0687,1259861.9639,420.5093,0.228321,259.91573,182.53956,266.833053,332.064342,58.352961,0.09351,-0.30355,2821.948,home,0,0
93,93.0,2.72,3.0,8375.7955,3743.3187,8940.7003,3497.722,1426.9252,1928.4243,1230.0597,3382.323,2346.7301,1511.1583,1169922.306,2444809.0187,809.5432,0.518648,254.08079,273.859559,281.611437,500.779872,91.421053,0.097991,-0.108486,2820.948,home,0,0
94,94.0,2.0,3.0,8203.9019,4565.6825,8765.4133,3677.6954,841.3288,2369.863,855.5534,4107.0355,1038.9863,1508.1421,0.0,1413711.778,1053.0661,0.506422,263.676495,306.056376,236.797691,548.209762,104.496671,0.078547,-0.166922,2819.948,home,0,0
95,95.0,1.6,2.44,8031.3824,5200.036,8864.672,4180.6598,382.1867,1773.1802,339.9986,2792.6778,508.1282,1457.0467,0.0,761467.7048,1437.6376,0.420233,306.645451,362.048128,279.387953,672.06892,142.697509,0.086543,0.059901,2818.948,home,0,0
96,96.0,3.08,2.72,5579.3369,3814.6565,7088.2408,3782.8004,1500.8106,947.6041,2427.9675,1715.5742,1359.0522,327.0415,3952007.3278,269990.6128,1924.8709,0.337194,400.97989,413.98263,482.385926,685.085491,183.879354,0.086453,0.328111,2817.948,home,0,0
97,97.0,2.92,4.52,6206.3344,3321.7678,5739.419,3485.2527,884.1057,1284.2693,729.0486,1061.4601,1548.7798,2018.4036,756238.0556,704315.0846,785.8124,0.409135,439.867349,427.58175,627.370674,731.479894,297.752087,0.087381,0.546465,2816.948,home,0,0
98,98.0,3.88,5.2,6292.7021,3741.4053,5628.0534,3407.8541,1112.8305,1194.4046,1552.7918,1145.8386,1630.5387,2137.5175,2232349.3422,1556453.4674,766.7352,0.446213,454.918892,417.709083,691.037789,718.440588,291.903252,0.084944,0.565958,2815.948,home,0,0
99,99.0,4.56,6.0,5596.4851,3913.6608,5167.1753,3513.061,1125.6941,1093.8086,1158.7429,1374.924,1911.4991,1877.4256,2028144.0582,2286099.5223,599.2474,0.378501,455.852017,423.277856,717.731803,737.18298,302.558854,0.091193,0.632185,2814.948,home,0,0
