[2026-03-08 07:20:46] [batch] starting batch smoke_goalaligned_v1
[2026-03-08 07:20:46] [batch] split=train offset=0 limit=1 files=['1_224p.mkv', '2_224p.mkv', 'Labels-v2.json']
[2026-03-08 07:23:33] [game-001-1] Tracked 2600 frames at 21.86 fps
[2026-03-08 07:23:34] [game-001-1] Tracked 2625 frames at 21.88 fps
[2026-03-08 07:23:36] [game-001-1] Tracked 2650 frames at 21.90 fps
[2026-03-08 07:23:37] [game-001-1] Tracked 2675 frames at 21.92 fps
[2026-03-08 07:23:38] [game-001-1] Tracked 2700 frames at 21.95 fps
[2026-03-08 07:23:39] [game-001-1] Tracked 2725 frames at 21.96 fps
[2026-03-08 07:23:40] [game-001-1] Tracked 2750 frames at 21.97 fps
[2026-03-08 07:23:41] [game-001-1] Tracked 2775 frames at 21.98 fps
[2026-03-08 07:23:42] [game-001-1] Tracked 2800 frames at 22.00 fps
[2026-03-08 07:23:43] [game-001-1] Tracked 2825 frames at 22.02 fps
[2026-03-08 07:23:44] [game-001-1] Tracked 2850 frames at 22.03 fps
[2026-03-08 07:23:45] [game-001-1] Tracked 2875 frames at 22.04 fps
[2026-03-08 07:23:46] [game-001-1] Tracked 2900 frames at 22.05 fps
[2026-03-08 07:23:47] [game-001-1] Tracked 2925 frames at 22.06 fps
[2026-03-08 07:23:48] [game-001-1] Tracked 2950 frames at 22.07 fps
[2026-03-08 07:23:49] [game-001-1] Tracked 2975 frames at 22.07 fps
[2026-03-08 07:23:50] [game-001-1] Tracked 3000 frames at 22.08 fps
[2026-03-08 07:23:51] [game-001-1] Tracked 3025 frames at 22.09 fps
[2026-03-08 07:23:53] [game-001-1] Tracked 3050 frames at 22.10 fps
[2026-03-08 07:23:54] [game-001-1] Tracked 3075 frames at 22.11 fps
[2026-03-08 07:23:55] [game-001-1] Tracked 3100 frames at 22.12 fps
[2026-03-08 07:23:56] [game-001-1] Tracked 3125 frames at 22.13 fps
[2026-03-08 07:23:57] [game-001-1] Tracked 3150 frames at 22.14 fps
[2026-03-08 07:23:58] [game-001-1] Tracked 3175 frames at 22.14 fps
[2026-03-08 07:23:59] [game-001-1] Tracked 3200 frames at 22.14 fps
[2026-03-08 07:24:00] [game-001-1] Tracked 3225 frames at 22.14 fps
[2026-03-08 07:24:01] [game-001-1] Tracked 3250 frames at 22.15 fps
[2026-03-08 07:24:02] [game-001-1] Tracked 3275 frames at 22.15 fps
[2026-03-08 07:24:03] [game-001-1] Tracked 3300 frames at 22.16 fps
[2026-03-08 07:24:05] [game-001-1] Tracked 3325 frames at 22.17 fps
[2026-03-08 07:24:06] [game-001-1] Tracked 3350 frames at 22.18 fps
[2026-03-08 07:24:07] [game-001-1] Tracked 3375 frames at 22.18 fps
[2026-03-08 07:24:08] [game-001-1] Tracked 3400 frames at 22.12 fps
[2026-03-08 07:24:09] [game-001-1] Tracked 3425 frames at 22.13 fps
[2026-03-08 07:24:10] [game-001-1] Tracked 3450 frames at 22.15 fps
[2026-03-08 07:24:11] [game-001-1] Tracked 3475 frames at 22.16 fps
[2026-03-08 07:24:12] [game-001-1] Tracked 3500 frames at 22.18 fps
[2026-03-08 07:24:13] [game-001-1] Tracked 3525 frames at 22.20 fps
[2026-03-08 07:24:14] [game-001-1] Tracked 3550 frames at 22.21 fps
[2026-03-08 07:24:15] [game-001-1] Tracked 3575 frames at 22.23 fps
[2026-03-08 07:24:16] [game-001-1] Tracked 3600 frames at 22.24 fps
[2026-03-08 07:24:17] [game-001-1] Tracked 3625 frames at 22.26 fps
[2026-03-08 07:24:18] [game-001-1] Tracked 3650 frames at 22.28 fps
[2026-03-08 07:24:19] [game-001-1] Tracked 3675 frames at 22.30 fps
[2026-03-08 07:24:20] [game-001-1] Tracked 3700 frames at 22.31 fps
[2026-03-08 07:24:21] [game-001-1] Tracked 3725 frames at 22.33 fps
[2026-03-08 07:24:22] [game-001-1] Tracked 3750 frames at 22.34 fps
[2026-03-08 07:24:24] [game-001-1] Tracked 3775 frames at 22.34 fps
[2026-03-08 07:24:25] [game-001-1] Tracked 3800 frames at 22.34 fps
[2026-03-08 07:24:26] [game-001-1] Tracked 3825 frames at 22.35 fps
[2026-03-08 07:24:27] [game-001-1] Tracked 3850 frames at 22.36 fps
[2026-03-08 07:24:28] [game-001-1] Tracked 3875 frames at 22.36 fps
[2026-03-08 07:24:29] [game-001-1] Tracked 3900 frames at 22.37 fps
[2026-03-08 07:24:30] [game-001-1] Tracked 3925 frames at 22.37 fps
[2026-03-08 07:24:31] [game-001-1] Tracked 3950 frames at 22.38 fps
[2026-03-08 07:24:32] [game-001-1] Tracked 3975 frames at 22.39 fps
[2026-03-08 07:24:33] [game-001-1] Tracked 4000 frames at 22.41 fps
[2026-03-08 07:24:34] [game-001-1] Tracked 4025 frames at 22.42 fps
[2026-03-08 07:24:35] [game-001-1] Tracked 4050 frames at 22.43 fps
[2026-03-08 07:24:36] [game-001-1] Tracked 4075 frames at 22.44 fps
[2026-03-08 07:24:37] [game-001-1] Tracked 4100 frames at 22.45 fps
[2026-03-08 07:24:38] [game-001-1] Tracked 4125 frames at 22.46 fps
[2026-03-08 07:24:39] [game-001-1] Tracked 4150 frames at 22.48 fps
[2026-03-08 07:24:40] [game-001-1] Tracked 4175 frames at 22.49 fps
[2026-03-08 07:24:41] [game-001-1] Tracked 4200 frames at 22.50 fps
[2026-03-08 07:24:42] [game-001-1] Tracked 4225 frames at 22.51 fps
[2026-03-08 07:24:43] [game-001-1] Tracked 4250 frames at 22.52 fps
[2026-03-08 07:24:44] [game-001-1] Tracked 4275 frames at 22.52 fps
[2026-03-08 07:24:45] [game-001-1] Tracked 4300 frames at 22.53 fps
[2026-03-08 07:24:46] [game-001-1] Tracked 4325 frames at 22.54 fps
[2026-03-08 07:24:47] [game-001-1] Tracked 4350 frames at 22.55 fps
[2026-03-08 07:24:48] [game-001-1] Tracked 4375 frames at 22.56 fps
[2026-03-08 07:24:49] [game-001-1] Tracked 4400 frames at 22.57 fps
[2026-03-08 07:24:50] [game-001-1] Tracked 4425 frames at 22.58 fps
[2026-03-08 07:24:51] [game-001-1] Tracked 4450 frames at 22.59 fps
[2026-03-08 07:24:53] [game-001-1] Tracked 4475 frames at 22.60 fps
[2026-03-08 07:24:54] [game-001-1] Tracked 4500 frames at 22.61 fps
[2026-03-08 07:24:55] [game-001-1] Tracked 4525 frames at 22.62 fps
[2026-03-08 07:24:56] [game-001-1] Tracked 4550 frames at 22.63 fps
[2026-03-08 07:24:57] [game-001-1] Tracked 4575 frames at 22.63 fps
[2026-03-08 07:24:58] [game-001-1] Tracked 4600 frames at 22.64 fps
[2026-03-08 07:24:59] [game-001-1] Tracked 4625 frames at 22.65 fps
[2026-03-08 07:25:00] [game-001-1] Tracked 4650 frames at 22.65 fps
[2026-03-08 07:25:01] [game-001-1] Tracked 4675 frames at 22.66 fps
[2026-03-08 07:25:02] [game-001-1] Tracked 4700 frames at 22.66 fps
[2026-03-08 07:25:03] [game-001-1] Tracked 4725 frames at 22.66 fps
[2026-03-08 07:25:04] [game-001-1] Tracked 4750 frames at 22.67 fps
[2026-03-08 07:25:05] [game-001-1] Tracked 4775 frames at 22.66 fps
[2026-03-08 07:25:06] [game-001-1] Tracked 4800 frames at 22.66 fps
[2026-03-08 07:25:07] [game-001-1] Tracked 4825 frames at 22.66 fps
[2026-03-08 07:25:09] [game-001-1] Tracked 4850 frames at 22.65 fps
[2026-03-08 07:25:10] [game-001-1] Tracked 4875 frames at 22.66 fps
[2026-03-08 07:25:11] [game-001-1] Tracked 4900 frames at 22.67 fps
[2026-03-08 07:25:12] [game-001-1] Tracked 4925 frames at 22.68 fps
[2026-03-08 07:25:13] [game-001-1] Tracked 4950 frames at 22.69 fps
[2026-03-08 07:25:14] [game-001-1] Tracked 4975 frames at 22.68 fps
[2026-03-08 07:25:15] [game-001-1] Tracked 5000 frames at 22.69 fps
[2026-03-08 07:25:16] [game-001-1] Tracked 5025 frames at 22.70 fps
[2026-03-08 07:25:17] [game-001-1] Tracked 5050 frames at 22.70 fps
[2026-03-08 07:25:18] [game-001-1] Tracked 5075 frames at 22.70 fps
[2026-03-08 07:25:19] [game-001-1] Tracked 5100 frames at 22.70 fps
[2026-03-08 07:25:20] [game-001-1] Tracked 5125 frames at 22.71 fps
[2026-03-08 07:25:21] [game-001-1] Tracked 5150 frames at 22.71 fps
[2026-03-08 07:25:22] [game-001-1] Tracked 5175 frames at 22.71 fps
[2026-03-08 07:25:23] [game-001-1] Tracked 5200 frames at 22.72 fps
[2026-03-08 07:25:25] [game-001-1] Tracked 5225 frames at 22.72 fps
[2026-03-08 07:25:26] [game-001-1] Tracked 5250 frames at 22.72 fps
[2026-03-08 07:25:27] [game-001-1] Tracked 5275 frames at 22.72 fps
[2026-03-08 07:25:28] [game-001-1] Tracked 5300 frames at 22.73 fps
[2026-03-08 07:25:29] [game-001-1] Tracked 5325 frames at 22.73 fps
[2026-03-08 07:25:30] [game-001-1] Tracked 5350 frames at 22.73 fps
[2026-03-08 07:25:31] [game-001-1] Tracked 5375 frames at 22.73 fps
[2026-03-08 07:25:32] [game-001-1] Tracked 5400 frames at 22.73 fps
[2026-03-08 07:25:33] [game-001-1] Tracked 5425 frames at 22.74 fps
[2026-03-08 07:25:34] [game-001-1] Tracked 5450 frames at 22.74 fps
[2026-03-08 07:25:35] [game-001-1] Tracked 5475 frames at 22.75 fps
[2026-03-08 07:25:36] [game-001-1] Tracked 5500 frames at 22.75 fps
[2026-03-08 07:25:37] [game-001-1] Tracked 5525 frames at 22.75 fps
[2026-03-08 07:25:38] [game-001-1] Tracked 5550 frames at 22.76 fps
[2026-03-08 07:25:39] [game-001-1] Tracked 5575 frames at 22.76 fps
[2026-03-08 07:25:40] [game-001-1] Tracked 5600 frames at 22.77 fps
[2026-03-08 07:25:42] [game-001-1] progress=5.00
[2026-03-08 07:25:42] [game-001-1] Tracked 5625 frames at 22.77 fps
[2026-03-08 07:25:43] [game-001-1] Tracked 5650 frames at 22.77 fps
[2026-03-08 07:25:44] [game-001-1] Tracked 5675 frames at 22.77 fps
[2026-03-08 07:25:45] [game-001-1] Tracked 5700 frames at 22.77 fps
[2026-03-08 07:25:46] [game-001-1] Tracked 5725 frames at 22.78 fps
[2026-03-08 07:25:47] [game-001-1] Tracked 5750 frames at 22.78 fps
[2026-03-08 07:25:48] [game-001-1] Tracked 5775 frames at 22.79 fps
[2026-03-08 07:25:49] [game-001-1] Tracked 5800 frames at 22.80 fps
[2026-03-08 07:25:50] [game-001-1] Tracked 5825 frames at 22.80 fps
[2026-03-08 07:25:51] [game-001-1] Tracked 5850 frames at 22.81 fps
[2026-03-08 07:25:52] [game-001-1] Tracked 5875 frames at 22.81 fps
[2026-03-08 07:25:53] [game-001-1] Tracked 5900 frames at 22.81 fps
[2026-03-08 07:25:54] [game-001-1] Tracked 5925 frames at 22.81 fps
[2026-03-08 07:25:55] [game-001-1] Tracked 5950 frames at 22.82 fps
[2026-03-08 07:25:56] [game-001-1] Tracked 5975 frames at 22.82 fps
[2026-03-08 07:25:57] [game-001-1] Tracked 6000 frames at 22.82 fps
[2026-03-08 07:25:58] [game-001-1] Tracked 6025 frames at 22.82 fps
[2026-03-08 07:26:00] [game-001-1] Tracked 6050 frames at 22.83 fps
[2026-03-08 07:26:01] [game-001-1] Tracked 6075 frames at 22.83 fps
[2026-03-08 07:26:02] [game-001-1] Tracked 6100 frames at 22.83 fps
[2026-03-08 07:26:03] [game-001-1] Tracked 6125 frames at 22.83 fps
[2026-03-08 07:26:04] [game-001-1] Tracked 6150 frames at 22.84 fps
[2026-03-08 07:26:05] [game-001-1] Tracked 6175 frames at 22.84 fps
[2026-03-08 07:26:06] [game-001-1] Tracked 6200 frames at 22.84 fps
[2026-03-08 07:26:07] [game-001-1] Tracked 6225 frames at 22.84 fps
[2026-03-08 07:26:08] [game-001-1] Tracked 6250 frames at 22.85 fps
[2026-03-08 07:26:09] [game-001-1] Tracked 6275 frames at 22.85 fps
[2026-03-08 07:26:10] [game-001-1] Tracked 6300 frames at 22.88 fps
[2026-03-08 07:26:11] [game-001-1] Tracked 6325 frames at 22.89 fps
[2026-03-08 07:26:12] [game-001-1] Tracked 6350 frames at 22.91 fps
[2026-03-08 07:26:13] [game-001-1] Tracked 6375 frames at 22.93 fps
[2026-03-08 07:26:13] [game-001-1] Tracked 6400 frames at 22.95 fps
[2026-03-08 07:26:14] [game-001-1] Tracked 6425 frames at 22.97 fps
[2026-03-08 07:26:15] [game-001-1] Tracked 6450 frames at 22.99 fps
[2026-03-08 07:26:16] [game-001-1] Tracked 6475 frames at 23.01 fps
[2026-03-08 07:26:17] [game-001-1] Tracked 6500 frames at 23.03 fps
[2026-03-08 07:26:18] [game-001-1] Tracked 6525 frames at 23.03 fps
[2026-03-08 07:26:19] [game-001-1] Tracked 6550 frames at 23.04 fps
[2026-03-08 07:26:20] [game-001-1] Tracked 6575 frames at 23.05 fps
[2026-03-08 07:26:21] [game-001-1] Tracked 6600 frames at 23.07 fps
[2026-03-08 07:26:22] [game-001-1] Tracked 6625 frames at 23.08 fps
[2026-03-08 07:26:22] [game-001-1] Tracked 6650 frames at 23.09 fps
[2026-03-08 07:26:23] [game-001-1] Tracked 6675 frames at 23.11 fps
[2026-03-08 07:26:24] [game-001-1] Tracked 6700 frames at 23.12 fps
[2026-03-08 07:26:25] [game-001-1] Tracked 6725 frames at 23.13 fps
[2026-03-08 07:26:26] [game-001-1] Tracked 6750 frames at 23.15 fps
[2026-03-08 07:26:27] [game-001-1] Tracked 6775 frames at 23.16 fps
[2026-03-08 07:26:28] [game-001-1] Tracked 6800 frames at 23.17 fps
[2026-03-08 07:26:29] [game-001-1] Tracked 6825 frames at 23.19 fps
[2026-03-08 07:26:30] [game-001-1] Tracked 6850 frames at 23.21 fps
[2026-03-08 07:26:31] [game-001-1] Tracked 6875 frames at 23.22 fps
[2026-03-08 07:26:31] [game-001-1] Tracked 6900 frames at 23.24 fps
[2026-03-08 07:26:32] [game-001-1] Tracked 6925 frames at 23.26 fps
[2026-03-08 07:26:33] [game-001-1] Tracked 6950 frames at 23.28 fps
[2026-03-08 07:26:34] [game-001-1] Tracked 6975 frames at 23.30 fps
[2026-03-08 07:26:35] [game-001-1] Tracked 7000 frames at 23.32 fps
[2026-03-08 07:26:36] [game-001-1] Tracked 7025 frames at 23.32 fps
[2026-03-08 07:26:37] [game-001-1] Tracked 7050 frames at 23.31 fps
[2026-03-08 07:26:38] [game-001-1] Tracked 7075 frames at 23.32 fps
[2026-03-08 07:26:39] [game-001-1] Tracked 7100 frames at 23.33 fps
[2026-03-08 07:26:40] [game-001-1] Tracked 7125 frames at 23.35 fps
[2026-03-08 07:26:41] [game-001-1] Tracked 7150 frames at 23.36 fps
[2026-03-08 07:26:41] [game-001-1] Tracked 7175 frames at 23.37 fps
[2026-03-08 07:26:42] [game-001-1] Tracked 7200 frames at 23.39 fps
[2026-03-08 07:26:43] [game-001-1] Tracked 7225 frames at 23.40 fps
[2026-03-08 07:26:44] [game-001-1] Tracked 7250 frames at 23.41 fps
[2026-03-08 07:26:45] [game-001-1] Tracked 7275 frames at 23.42 fps
[2026-03-08 07:26:46] [game-001-1] Tracked 7300 frames at 23.43 fps
[2026-03-08 07:26:47] [game-001-1] Tracked 7325 frames at 23.44 fps
[2026-03-08 07:26:48] [game-001-1] Tracked 7350 frames at 23.45 fps
[2026-03-08 07:26:49] [game-001-1] Tracked 7375 frames at 23.46 fps
[2026-03-08 07:26:50] [game-001-1] Tracked 7400 frames at 23.47 fps
[2026-03-08 07:26:51] [game-001-1] Tracked 7425 frames at 23.47 fps
[2026-03-08 07:26:52] [game-001-1] Tracked 7450 frames at 23.47 fps
[2026-03-08 07:26:53] [game-001-1] Tracked 7475 frames at 23.48 fps
[2026-03-08 07:26:54] [game-001-1] Tracked 7500 frames at 23.48 fps
[2026-03-08 07:26:55] [game-001-1] Tracked 7525 frames at 23.48 fps
[2026-03-08 07:26:56] [game-001-1] Tracked 7550 frames at 23.48 fps
[2026-03-08 07:26:57] [game-001-1] Tracked 7575 frames at 23.48 fps
[2026-03-08 07:26:58] [game-001-1] Tracked 7600 frames at 23.48 fps
[2026-03-08 07:26:59] [game-001-1] Tracked 7625 frames at 23.48 fps
[2026-03-08 07:27:00] [game-001-1] Tracked 7650 frames at 23.48 fps
[2026-03-08 07:27:01] [game-001-1] Tracked 7675 frames at 23.48 fps
[2026-03-08 07:27:02] [game-001-1] Tracked 7700 frames at 23.48 fps
[2026-03-08 07:27:03] [game-001-1] Tracked 7725 frames at 23.48 fps
[2026-03-08 07:27:04] [game-001-1] Tracked 7750 frames at 23.49 fps
[2026-03-08 07:27:06] [game-001-1] Tracked 7775 frames at 23.48 fps
[2026-03-08 07:27:07] [game-001-1] Tracked 7800 frames at 23.49 fps
[2026-03-08 07:27:08] [game-001-1] Tracked 7825 frames at 23.48 fps
[2026-03-08 07:27:09] [game-001-1] Tracked 7850 frames at 23.48 fps
[2026-03-08 07:27:10] [game-001-1] Tracked 7875 frames at 23.49 fps
[2026-03-08 07:27:11] [game-001-1] Tracked 7900 frames at 23.48 fps
[2026-03-08 07:27:12] [game-001-1] Tracked 7925 frames at 23.49 fps
[2026-03-08 07:27:13] [game-001-1] Tracked 7950 frames at 23.49 fps
[2026-03-08 07:27:14] [game-001-1] Tracked 7975 frames at 23.48 fps
[2026-03-08 07:27:15] [game-001-1] Tracked 8000 frames at 23.48 fps
[2026-03-08 07:27:16] [game-001-1] Tracked 8025 frames at 23.49 fps
[2026-03-08 07:27:17] [game-001-1] Tracked 8050 frames at 23.49 fps
[2026-03-08 07:27:18] [game-001-1] Tracked 8075 frames at 23.49 fps
[2026-03-08 07:27:19] [game-001-1] Tracked 8100 frames at 23.50 fps
[2026-03-08 07:27:20] [game-001-1] Tracked 8125 frames at 23.51 fps
[2026-03-08 07:27:21] [game-001-1] Tracked 8150 frames at 23.52 fps
[2026-03-08 07:27:22] [game-001-1] Tracked 8175 frames at 23.52 fps
[2026-03-08 07:27:23] [game-001-1] Tracked 8200 frames at 23.53 fps
[2026-03-08 07:27:24] [game-001-1] Tracked 8225 frames at 23.53 fps
