frame_index,seconds,home_player_count,away_player_count,home_centroid_x_cm,home_centroid_y_cm,away_centroid_x_cm,away_centroid_y_cm,home_spread_rms_cm,away_spread_rms_cm,home_length_axis_cm,away_length_axis_cm,home_width_axis_cm,away_width_axis_cm,home_hull_area_cm2,away_hull_area_cm2,centroid_distance_cm,entropy_grid,home_spread_rms_cm_volatility,away_spread_rms_cm_volatility,home_length_axis_cm_volatility,away_length_axis_cm_volatility,centroid_distance_cm_volatility,entropy_grid_volatility,vol_index,seconds_to_next_goal,next_goal_team,goal_in_next_30s,goal_in_next_60s
48,48.0,2.84,5.88,5915.2181,3887.3477,6381.3052,5004.9499,2504.5375,2799.256,4201.4621,5346.5201,1221.996,3706.874,3459069.8556,18705857.4028,1509.876,0.586441,296.7191,258.553753,624.020127,551.593039,173.3613,0.059133,-0.071906,1579.793,home,0,0
49,49.0,6.12,8.4,5398.9032,3589.1006,5227.0542,3845.1007,730.6637,713.8903,1317.2539,1339.6592,243.8451,1013.7854,262823.1609,4269654.5993,410.8293,0.29623,468.245216,455.743712,895.015048,930.432529,283.072465,0.086815,0.793463,1578.793,home,0,0
50,50.0,4.96,6.52,5602.344,1827.7943,5426.1442,2120.3364,1190.0776,1373.6395,852.0159,1040.495,2360.0653,3017.6568,1620294.5479,2878170.1575,541.8786,0.383644,483.796446,506.811296,911.745278,931.767073,293.739523,0.091095,0.888185,1577.793,home,0,0
51,51.0,6.8,7.52,5194.5929,3744.0391,5321.7192,2741.311,2051.4134,1260.6598,1716.2731,1629.7457,4485.2748,2504.9762,7116880.6242,3661211.8881,1012.899,0.502171,536.747826,501.215268,961.99761,963.79439,337.390603,0.096699,1.032907,1576.793,home,0,0
52,52.0,6.8,6.12,5267.1034,3212.947,5234.216,2336.3077,1984.6192,1112.2609,1542.4597,1293.2971,4503.632,2258.9182,5171139.7313,1560753.2691,885.9257,0.464271,541.530671,513.056385,952.333412,982.76514,350.030298,0.097969,1.066336,1575.793,home,0,0
53,53.0,5.44,5.52,5557.7422,1772.7036,5504.6246,1541.8865,1566.9735,1371.0585,923.7113,1141.5442,3328.2742,2793.4936,1939230.9034,606933.6656,637.0323,0.395247,562.706632,519.299061,999.63424,974.233376,365.487689,0.099711,1.130959,1574.793,home,0,0
54,54.0,5.0,6.28,5544.1969,2520.3928,5543.6167,1693.6482,1437.0614,932.7438,1317.6166,1525.2192,2867.2204,1381.1121,3078397.8667,1807231.2063,878.4817,0.468248,574.097262,558.853083,1025.762454,1010.37522,381.083466,0.101777,1.226485,1573.793,home,0,0
55,55.0,5.76,6.72,6195.9226,2499.727,5745.529,1603.8089,1380.9718,1121.8868,1760.8646,1885.0143,2639.6925,1754.7521,4054660.1497,3105517.2501,1005.6859,0.503901,435.831731,478.10628,709.766271,819.067643,357.347949,0.084061,0.665135,1572.793,home,0,0
56,56.0,5.72,5.04,6469.5832,2234.9646,6505.0613,1750.8382,1335.9887,1335.3539,1327.1965,1046.6623,2700.1157,2663.5079,2899486.364,842329.4761,505.0214,0.394323,407.554566,486.859537,667.742735,858.276387,400.868369,0.088833,0.697553,1571.793,home,0,0
57,57.0,5.0,4.36,6667.9246,2949.8364,6746.6579,2643.5767,638.0422,848.8454,831.5235,644.9476,1062.4744,1616.6415,699734.1443,244320.8714,528.4586,0.265698,464.11742,506.701495,702.692056,793.084457,386.623092,0.097191,0.785506,1570.793,home,0,0
58,58.0,3.68,3.48,6338.9967,2751.433,6680.5264,3081.3465,1001.0131,541.6195,1301.4927,817.6422,1409.2086,744.8683,1239987.3007,305033.3586,596.4328,0.32274,487.096557,489.995023,724.272868,753.970863,303.771256,0.100698,0.747395,1569.793,home,0,0
59,59.0,2.84,3.52,6659.2342,2978.7073,6582.0271,3145.7129,518.2403,797.759,418.9457,1334.6072,850.6348,758.99,8745.9085,365376.2276,247.7071,0.26269,357.98646,307.072403,524.106738,404.981277,228.739149,0.077681,0.032128,1568.793,home,0,0
60,60.0,1.64,2.64,6901.3468,2877.5429,6895.7378,3753.2056,273.6123,325.4193,188.268,487.7179,426.4884,273.5806,18336.2066,91871.1492,1049.7107,0.205783,336.507874,288.331451,500.650713,459.753779,295.834581,0.074631,0.041221,1567.793,home,0,0
61,61.0,4.16,3.52,6506.5952,2538.1966,6711.5167,3378.2965,1011.7863,1582.1427,1868.9231,1292.8287,1056.3739,2810.6908,2327853.7143,1959945.2348,899.7311,0.453072,324.191693,402.705808,582.290506,481.339783,263.730505,0.087507,0.221836,1566.793,home,0,0
62,62.0,5.0,3.88,6554.1237,2944.2538,6602.8595,3834.6626,1105.8556,1719.8244,2062.0615,1499.4842,1252.5566,3277.8046,2246478.6683,2546709.1279,914.021,0.455268,326.919195,401.634098,584.223012,468.360465,252.46216,0.083936,0.192009,1565.793,home,0,0
63,63.0,3.8,3.72,6048.1628,3408.7429,5810.1482,3240.6001,1109.8574,764.4141,906.9508,663.7626,1978.4195,1119.5199,361823.9389,604137.3919,519.4331,0.233406,285.55481,471.295373,637.85925,536.757334,267.031614,0.09922,0.36175,1564.793,home,0,0
64,64.0,4.8,5.0,4490.6866,3326.2161,4406.4745,3288.9396,21.8836,180.4679,44.1638,305.9944,15.1738,124.9972,645.7689,3635.92,92.096,0.021056,381.360972,485.858535,684.747416,534.166655,285.620394,0.113155,0.569636,1563.793,home,0,0
65,65.0,4.8,5.0,4340.1573,3291.0166,4216.7682,3234.5506,67.0083,263.4359,132.1298,479.3216,50.254,201.9646,3494.3625,12619.207,135.6994,0.103951,380.264494,475.24104,649.219223,515.519871,277.260313,0.117879,0.550877,1562.793,home,0,0
66,66.0,4.68,4.2,3804.9473,3265.8604,3911.3138,3161.7585,17.009,29.7601,32.8507,56.4613,16.2012,30.6125,247.004,535.4964,172.1042,0.017448,380.766114,477.261908,615.780327,473.970708,230.834344,0.115572,0.47167,1561.793,home,0,0
67,67.0,3.96,3.72,7062.9565,4758.7619,7437.0247,5618.2117,1768.3576,2007.3797,1426.8116,3585.9362,2861.3746,1937.7304,2802340.422,5489250.2194,1168.958,0.419562,486.106337,626.373007,705.609121,786.746731,328.176007,0.142921,1.099002,1560.793,home,0,0
68,68.0,4.92,3.24,7734.87,4032.5267,9000.6112,4886.7115,1898.9648,1999.7305,1970.1045,2888.6429,2988.7532,2318.1444,5501386.0357,2851542.9796,1582.1276,0.478215,462.869966,596.415336,712.941487,839.206608,362.69555,0.143082,1.107081,1559.793,home,0,0
69,69.0,4.96,3.6,9635.8293,4114.4423,10263.1194,4549.7138,1146.3507,1406.5979,1223.2263,1739.9081,2019.3996,2079.4363,2956778.6708,2052118.8802,780.6772,0.440116,489.854092,630.114645,699.37461,902.383589,407.968022,0.140887,1.202568,1558.793,home,0,0
70,70.0,4.44,3.92,10024.3784,4520.7752,10522.7706,4674.7374,1155.3472,1472.157,1509.941,1953.2035,1751.1757,2348.0279,2630722.9413,2836735.3402,540.7365,0.380608,466.290942,589.436584,704.978306,839.0242,351.761729,0.141147,1.082883,1557.793,home,0,0
71,71.0,3.48,3.36,10196.7362,4822.0598,10881.1783,4421.0211,1061.2255,1090.8077,1572.4342,1508.9202,1458.6284,1610.0303,2374493.8411,1769810.1131,819.0772,0.323177,401.885715,501.899179,543.162117,802.941452,364.59785,0.122161,0.759752,1556.793,home,0,0
72,72.0,0.0,0.0,,,,,,,,,,,,,,,436.087544,542.367784,582.053641,869.19545,403.520959,0.13549,0.972563,1555.793,home,0,0
73,73.0,0.0,0.0,,,,,,,,,,,,,,,490.098263,490.737472,510.421499,873.379689,404.637595,0.124694,0.889347,1554.793,home,0,0
74,74.0,0.0,0.0,,,,,,,,,,,,,,,404.687477,477.421932,460.083577,947.038471,401.394802,0.112172,0.742993,1553.793,home,0,0
75,75.0,0.0,0.0,,,,,,,,,,,,,,,464.614599,543.164247,522.10317,1075.99035,461.026705,0.117051,1.013436,1552.793,home,0,0
76,76.0,0.0,0.0,,,,,,,,,,,,,,,547.537641,605.061944,606.667971,1206.616356,545.951087,0.123161,1.337941,1551.793,home,0,0
77,77.0,0.0,0.0,,,,,,,,,,,,,,,246.584891,261.922548,409.844726,625.901714,433.225392,0.053423,-0.045819,1550.793,home,0,0
78,78.0,0.0,0.0,,,,,,,,,,,,,,,285.244125,346.680345,365.362008,602.104511,439.910658,0.051679,0.019139,1549.793,home,0,0
79,79.0,0.0,0.0,,,,,,,,,,,,,,,51.559136,223.454203,174.60393,328.789375,259.140771,0.05847,-0.618063,1548.793,home,0,0
80,80.0,0.0,0.0,,,,,,,,,,,,,,,94.121752,381.349307,62.493212,444.283339,278.340796,0.057431,-0.44449,1547.793,home,0,0
81,81.0,3.12,1.0,9687.6403,5857.8357,10627.1774,5081.5393,620.4084,0.0,964.9175,0.0,555.105,0.0,267901.5813,0.0,1224.0099,0.303312,,,,,,,,1546.793,home,0,0
82,82.0,3.28,1.0,9780.5719,5690.4459,10575.4955,4966.5079,688.5627,0.0,969.1885,0.0,655.9395,0.0,352837.9672,0.0,1088.4234,0.315409,68.154285,0.0,4.270977,0.0,135.586478,0.012097,-1.360349,1545.793,home,0,0
83,83.0,2.56,1.0,10085.7361,5589.6174,10539.3079,4963.4095,264.3739,0.0,210.6332,0.0,375.8959,0.0,54182.2438,0.0,778.9031,0.294294,246.171536,0.0,381.413125,0.0,222.553407,0.016606,-0.916566,1544.793,home,0,0
84,84.0,3.44,1.0,9985.2336,5831.1842,10462.0802,4971.0916,445.5008,0.0,243.6109,0.0,729.0267,0.0,137675.6807,0.0,987.1007,0.329261,224.489993,0.0,265.267982,0.0,217.768132,0.022726,-0.969135,1543.793,home,0,0
85,85.0,2.08,1.0,9982.6218,5422.9542,10490.003,4825.4578,112.0002,0.0,174.7633,0.0,47.0449,0.0,69.2872,0.0,783.9414,0.344205,251.742654,0.0,216.162881,0.0,214.115913,0.020781,-0.982454,1542.793,home,0,0
86,86.0,1.6,1.0,9230.4954,5638.3594,10107.8976,4931.1297,112.1193,0.0,179.2259,0.0,6.3487,0.0,0.0,0.0,1130.1488,0.207412,201.417945,0.0,173.822828,0.0,240.534211,0.043983,-0.91313,1541.793,home,0,0
87,87.0,1.64,1.0,9167.6562,5626.8362,10128.7268,4914.7456,166.4677,0.0,266.2846,0.0,5.1277,0.0,0.0,0.0,1198.4191,0.206699,176.906354,0.0,159.362129,0.0,211.823549,0.036771,-0.999889,1540.793,home,0,0
88,88.0,2.0,1.0,9218.1275,5615.922,10147.9639,4899.044,309.3205,0.0,494.8112,0.0,8.1729,0.0,0.0,0.0,1174.1233,0.200284,172.041559,0.0,169.242773,0.0,185.033871,0.032435,-1.039625,1539.793,home,0,0
89,89.0,1.8,1.0,9098.6246,5639.882,10101.6598,4922.9023,292.3092,0.0,466.5607,0.0,31.5005,0.0,0.0,0.0,1234.8849,0.203848,152.66278,0.0,151.61874,0.0,169.499841,0.028826,-1.095824,1538.793,home,0,0
90,90.0,2.0,1.0,9125.0693,5643.3832,10050.8538,4975.0793,404.808,0.0,643.4975,0.0,72.0777,0.0,0.0,0.0,1141.856,0.200284,148.200114,0.0,154.431858,0.0,161.003071,0.026019,-1.118684,1537.793,home,0,0
91,91.0,2.24,1.0,9078.5225,5651.4774,9965.5061,5062.1302,421.0722,0.0,688.3127,0.0,127.9297,0.0,3953.0767,0.0,1065.1054,0.194682,135.006529,0.0,143.470195,0.0,152.577818,0.023977,-1.152804,1536.793,home,0,0
92,92.0,2.76,1.0,9016.7137,5649.4584,9934.9733,5112.2753,380.6029,0.0,683.2687,0.0,139.1,0.0,17532.1816,0.0,1063.9512,0.182545,132.238029,0.0,143.547504,0.0,139.134588,0.023981,-1.164332,1535.793,home,0,0
93,93.0,2.44,1.0,8949.2067,5641.841,9947.6386,5070.0162,424.4102,0.0,727.5503,0.0,114.2057,0.0,12552.8468,0.0,1150.6661,0.190014,94.199878,0.0,72.120137,0.0,116.854039,0.022617,-1.258903,1534.793,home,0,0
94,94.0,2.48,1.0,8854.9671,5624.8884,9946.6911,4992.4297,424.4981,0.0,725.8323,0.0,88.8916,0.0,17677.2274,0.0,1261.9043,0.189081,76.095972,0.0,68.994164,0.0,107.158103,0.019213,-1.301313,1533.793,home,0,0
95,95.0,2.24,1.0,8824.886,5611.6122,9961.6266,4909.9468,463.1492,0.0,761.3069,0.0,63.3671,0.0,8695.4705,0.0,1336.3266,0.194682,46.61102,0.0,65.656863,0.0,94.284406,0.018279,-1.343652,1532.793,home,0,0
96,96.0,2.0,1.0,8807.843,5591.1814,10019.4781,4784.2525,512.2328,0.0,818.9336,0.0,30.2866,0.0,0.0,0.0,1455.7954,0.200284,51.507474,0.0,70.973273,0.0,71.610543,0.00516,-1.419494,1531.793,home,0,0
97,97.0,2.08,0.92,8760.8184,5565.0765,10028.0054,4664.556,491.359,0.0,818.7448,0.0,20.3558,0.0,3675.4316,0.0,1566.4848,0.187076,48.160015,0.0,62.286294,0.0,75.852457,0.00641,-1.417819,1530.793,home,0,0
98,98.0,1.0,0.0,8927.2867,5630.1258,,,0.0,,0.0,,0.0,,0.0,,,0.0,83.010638,0.0,121.308105,0.0,81.580974,0.024476,-1.257424,1529.793,home,0,0
99,99.0,0.84,0.0,9014.1404,5582.0664,,,10.0347,,13.4951,,8.6983,,0.0,,,0.0,82.312975,0.0,119.832562,0.0,84.183393,0.024119,-1.258934,1528.793,home,0,0
100,100.0,1.12,0.0,8640.6035,5737.1473,,,51.0012,,42.0642,,68.9639,,0.0,,,0.0,75.159743,0.0,104.995795,0.0,82.919747,0.023763,-1.276004,1527.793,home,0,0
101,101.0,1.44,0.0,8791.9828,5701.5392,,,76.2199,,31.9478,,116.4107,,0.0,,,0.0,76.055189,0.0,101.52591,0.0,83.947947,0.023203,-1.279214,1526.793,home,0,0
